issuer_name,cusip,instrument_id,mi_key,actual_spread,predicted_spread,cheapness_bps,downgrade_prob_4q,sp_rating,rating_numeric,modified_duration,quadrant,rv_long_score,rv_short_score
CSX Corporation,126408HV8,SPS1792811561,4004350,108.04994,141.09051032275562,-33.04057032275561,0.18783363944668735,BBB+,8.0,14.27843,Short (rich+risky),-26.834439749638218,6.206130573117396
"The Williams Companies, Inc.",969457BB5,SPS14100527,4011165,55.25137,109.12388708015732,-53.872517080157316,,BBB+,8.0,3.84562,Hold (rich+safe),-26.936258540078658,26.936258540078658
"Duke Energy Ohio, Inc.",172070CQ5,SPS14139775,4057079,95.26533,124.7914456744751,-29.526115674475093,0.0874106733625186,BBB+,8.0,5.67478,Hold (rich+safe),-26.94521802158961,2.5808976528854832
Pacific Gas and Electric Company,694308JF5,SPS672614173,4004218,40.51472,72.70410909064263,-32.189389090642635,0.14699392038597603,BBB+,8.0,1.13051,Hold (rich+safe),-27.457744593379505,4.731644497263129
"Healthcare Realty Holdings, L.P.",42225UAQ7,SPS1792655508,4345132,55.07721,110.36477838369544,-55.28756838369544,,BBB,9.0,1.53771,Hold (rich+safe),-27.64378419184772,27.64378419184772
"Sabine Pass Liquefaction, LLC",785592AZ9,SPS1849002116,4368513,76.25339,131.9630342931633,-55.70964429316331,,BBB+,8.0,5.12024,Hold (rich+safe),-27.854822146581654,27.854822146581654
Northrop Grumman Systems Corporation,872649BH0,SPS14078224,4312710,58.85792,114.59307508696514,-55.73515508696514,,BBB+,8.0,2.59461,Hold (rich+safe),-27.86757754348257,27.86757754348257
Pacific Gas and Electric Company,694308JK4,SPS673519730,4004218,48.62063,81.38299363307179,-32.76236363307179,0.14699392038597603,BBB+,8.0,1.95166,Hold (rich+safe),-27.946495361535643,4.815868271536152
"Duke Energy Ohio, Inc.",172070CP7,SPS14139774,4057079,84.80149,116.45016341430252,-31.64867341430252,0.0874106733625186,BBB+,8.0,5.67872,Hold (rich+safe),-28.8822415601279,2.7664318541746242
Blue Owl Finance LLC,09581JAK2,SPS1837977799,29164958,108.92218,167.63459887608187,-58.71241887608187,,BBB,9.0,1.84079,Hold (rich+safe),-29.356209438040935,29.356209438040935
Blue Owl Finance LLC,09581JAJ5,SPS1837977804,29164958,108.92218,167.63459887608187,-58.71241887608187,,BBB,9.0,1.84079,Hold (rich+safe),-29.356209438040935,29.356209438040935
Blue Owl Finance LLC,U0942JAE6,SPS1837977662,29164958,108.92218,167.63459887608187,-58.71241887608187,,BBB,9.0,1.84079,Hold (rich+safe),-29.356209438040935,29.356209438040935
Blue Owl Credit Income Corp.,69120VBB6,SPS1879069869,25867257,179.00849,237.76165925206544,-58.75316925206545,,BBB-,10.0,1.80513,Hold (rich+safe),-29.376584626032724,29.376584626032724
Southern California Edison Company,842400HQ9,SPS1783883637,4009083,41.02443,76.06079332205366,-35.03636332205365,0.16143408731704326,BBB+,8.0,0.9498,Hold (rich+safe),-29.380299986249593,5.6560633358040615
Southern California Edison Company,842400JA2,SPS1867801574,4009083,44.21178,79.54358617299249,-35.33180617299249,0.16143408731704326,BBB+,8.0,0.64556,Hold (rich+safe),-29.628048290192776,5.703757882799718
"The Goldman Sachs Group, Inc.",38148YAA6,SPS541441374,4039450,104.2415,136.42446222436604,-32.18296222436604,0.05389405180937698,BBB+,8.0,9.40385,Hold (rich+safe),-30.44849199086683,1.7344702334992055
Exelon Corporation,30161NBU4,SPS1972368330,4057056,34.12679,80.23934925173121,-46.11255925173121,0.3341767358520129,BBB+,8.0,2.61552,Short (rich+risky),-30.702814719205136,15.409744532526075
"The Goldman Sachs Group, Inc.",38151FPJ6,SPS1865366037,4039450,110.55563,143.16106751922413,-32.60543751922414,0.05389405180937698,BBB+,8.0,7.1492,Hold (rich+safe),-30.848198380295667,1.7572391389284698
Verizon Communications Inc.,92343VGL2,SPS1680021299,4057229,113.04604,148.23709204103505,-35.19105204103505,0.10319396477344395,BBB+,8.0,11.41443,Hold (rich+safe),-31.55954785637205,3.6315041846630036
Historic TW Inc.,887315BM0,SPS14056627,4004176,283.03638,348.75161801880125,-65.71523801880124,,BB,12.0,1.47643,Hold (rich+safe),-32.85761900940062,32.85761900940062
Yorkshire Power Finance Limited,G9856LAA0,SPS31503304,4279540,69.08815,103.29739036602598,-34.20924036602598,0.025877531958252136,BBB+,8.0,1.88533,Hold (rich+safe),-33.323989655186615,0.8852507108393664
Jersey Central Power & Light Company,476556CV5,SPS64629873,4057004,92.63515,127.82565705991341,-35.190507059913415,0.04789385071532796,BBB+,8.0,7.82741,Hold (rich+safe),-33.50509816818923,1.6854088917241876
"Kinder Morgan, Inc.",482620AW1,SPS14053446,4275772,7.55057,75.08875133498638,-67.53818133498639,,BBB+,8.0,1.62175,Hold (rich+safe),-33.769090667493195,33.769090667493195
Pacific Gas and Electric Company,694308KW6,SPS1945918942,4004218,47.42852,87.9963543801594,-40.567834380159404,0.14699392038597603,BBB+,8.0,1.85218,Hold (rich+safe),-34.60460936305079,5.963225017108613
"Lowe's Companies, Inc.",548661EE3,SPS1681217101,4004318,110.2887,149.71385172139324,-39.425151721393235,0.08154519581087558,BBB+,8.0,11.49054,Hold (rich+safe),-36.21022000439874,3.2149317169944895
"Hasbro, Inc.",418056AH0,SPS14058449,4095387,46.88357,101.49802234624248,-54.61445234624248,0.3235343945107754,BBB,9.0,1.93195,Short (rich+risky),-36.94479857486333,17.66965377137916
Pacific Gas and Electric Company,694308KF3,SPS1786038271,4004218,34.2981,78.10974399317448,-43.81164399317448,0.14699392038597603,BBB+,8.0,0.98326,Hold (rich+safe),-37.371598684063066,6.440045309111414
Cincinnati Financial Corporation,172062AC5,SPS14056539,103262,80.49345,119.51824215120652,-39.024792151206526,0.03035304112643794,BBB+,8.0,1.81973,Hold (rich+safe),-37.840271030090264,1.1845211211162643
Occidental Petroleum Corporation,674599EG6,SPS1684713514,4010841,142.78059,219.20636860466644,-76.42577860466645,,BB+,11.0,11.13233,Hold (rich+safe),-38.212889302333224,38.212889302333224
Verizon Communications Inc.,92343VGP3,SPS1771742262,4057229,124.11137,166.9230119365198,-42.811641936519806,0.10319396477344395,BBB+,8.0,14.27988,Hold (rich+safe),-38.393738866629285,4.417903069890521
Historic TW Inc.,887315AZ2,SPS14028273,4004176,230.32649,308.61601859779967,-78.28952859779966,,BB,12.0,6.36148,Hold (rich+safe),-39.14476429889983,39.14476429889983
"Indiana Gas Company, Inc.",45475QAR4,SPS14077444,4057125,5.32963,84.16434378401665,-78.83471378401666,,BBB+,8.0,2.9545,Hold (rich+safe),-39.41735689200833,39.41735689200833
CSX Corporation,U12640AL9,SPS104608495,4004350,89.78405,139.7748441078369,-49.99079410783692,0.18783363944668735,BBB+,8.0,9.40715,Short (rich+risky),-40.6008413117319,9.389952796105023
Anadarko Petroleum Corporation,032511AN7,SPS14067687,4010194,91.39686,172.9614873103497,-81.56462731034969,,BB+,11.0,2.49017,Hold (rich+safe),-40.782313655174846,40.782313655174846
Dell Inc.,247025AE9,SPS14552207,4047867,16.35726,106.77637608485959,-90.4191160848596,,BBB,9.0,1.74219,Hold (rich+safe),-45.2095580424298,45.2095580424298
Southern California Edison Company,842400JM6,SPS1998907781,4009083,79.61707,133.70289613962177,-54.08582613962177,0.16143408731704326,BBB+,8.0,4.5916,Hold (rich+safe),-45.35453015998365,8.731295979638121
"BellSouth, LLC",079857AC2,SPS14037949,4041154,-21.96638,72.42934656281383,-94.39572656281383,,BBB,9.0,0.45233,Hold (rich+safe),-47.19786328140692,47.19786328140692
Discover Financial Services,25472CBR9,SPS308170823,4096334,97.64439,152.62484421767653,-54.980454217676524,0.04443624620378763,BBB,9.0,2.58174,Hold (rich+safe),-52.537329217663775,2.4431250000127482
Cincinnati Financial Corporation,172062AF8,SPS14177198,103262,28.0663,83.95887979332137,-55.892579793321374,0.03035304112643794,BBB+,8.0,1.82481,Hold (rich+safe),-54.19607002019198,1.6965097731293979
"Dominion Energy, Inc.",209615BQ5,SPS14037268,4001616,56.62278,130.22134537273843,-73.59856537273842,0.2238540744162718,BBB,9.0,0.36918,Short (rich+risky),-57.12322664285859,16.47533872987983
Occidental Petroleum Corporation,674599DT9,SPS634205761,4010841,89.2456,209.88443755407286,-120.63883755407286,,BB+,11.0,2.49052,Hold (rich+safe),-60.31941877703643,60.31941877703643
Weyerhaeuser Company,969133AJ6,SPS14034379,4006248,27.27955,93.64214824140501,-66.36259824140501,0.0801462687831106,BBB,9.0,0.08696,Hold (rich+safe),-61.04388360560378,5.3187146358012285
"Lowe's Companies, Inc.",548661AK3,SPS14077635,4004318,31.34783,100.02771723961357,-68.67988723961356,0.08154519581087558,BBB+,8.0,2.51874,Hold (rich+safe),-63.07937238639042,5.600514853223143
Verizon Communications Inc.,92343VGQ1,SPS1772244386,4057229,144.21782,215.58923654956115,-71.37141654956116,0.10319396477344395,BBB+,8.0,14.52903,Hold (rich+safe),-64.00631710431496,7.365099445246209
Six Flags Entertainment Corporation,150190AD8,SPS622854468,4121677,219.96496,297.3806531261033,-77.41569312610332,0.16792307338986637,B,15.0,2.7754,Short (rich+risky),-64.4158120077613,12.99988111834202
"Lowe's Companies, Inc.",548661AH0,SPS14052137,4004318,10.72127,85.60172547413973,-74.88045547413972,0.08154519581087558,BBB+,8.0,1.58227,Hold (rich+safe),-68.77431407009345,6.106141404046274
The Kroger Co.,501044DE8,SPS402896983,4004136,-0.95038,81.85741204475042,-82.80779204475041,0.1655657058593223,BBB,9.0,0.37026,Short (rich+risky),-69.09766150420934,13.710130540541074
Howard Hughes Holdings Inc.,U44255AF1,SPS701331969,4265772,166.82481,289.3505248224077,-122.52571482240768,0.3884254487201905,BB-,13.0,4.07801,Short (rich+risky),-74.93360906275187,47.5921057596558
Qwest Corporation,624284BD6,SPS14014233,4057217,352.14711,432.09826039030173,-79.95115039030173,0.04366394997594337,B,15.0,3.32484,Hold (rich+safe),-76.46016735914047,3.49098303116126
Alcoa Nederland Holding B.V,013822AD3,SPS564713640,20065917,0.0,165.48340174315572,-165.48340174315572,,BB+,11.0,0.0,Hold (rich+safe),-82.74170087157786,82.74170087157786
Anadarko Petroleum Corporation,032511AM9,SPS14050789,4010194,88.61897,278.2944859785716,-189.67551597857158,,BB+,11.0,1.49687,Hold (rich+safe),-94.83775798928579,94.83775798928579
Verizon Communications Inc.,92346MGQ8,SPS430326193,4057229,123.09928,245.17829544991113,-122.07901544991114,0.10319396477344395,BBB+,8.0,14.77539,Hold (rich+safe),-109.48119782999629,12.59781761991485
Occidental Petroleum Corporation,674599DP7,SPS634205757,4010841,58.59728,296.1594668537288,-237.5621868537288,,BB+,11.0,1.3789,Hold (rich+safe),-118.7810934268644,118.7810934268644
Southern California Edison Company,842400HW6,SPS1838048845,4009083,-80.51725,93.68351895582578,-174.20076895582577,0.16143408731704326,BBB+,8.0,0.00539,Hold (rich+safe),-146.0788268095149,28.121942146310854
Verizon Communications Inc.,92346MBY6,SPS430326041,4057229,-3.48272,172.58716856162673,-176.06988856162673,0.10319396477344395,BBB+,8.0,13.53671,Hold (rich+safe),-157.90053868373403,18.16934987789271
The Bank of New York Mellon Corporation,U06405CU3,SPS31692326,100144,-75.80534,252.67934580156987,-328.48468580156987,0.041062181759141426,CCC,18.0,21.56095,Hold (rich+safe),-314.99638792809134,13.488297873478524
