Issuer Name,Instrument Item ID,MI KEY,CUSIP,Description,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid,OAS - Mid
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID,SPT_OAS_MID
,,,,,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price
,,,,,04/30/2026,03/31/2026,02/27/2026,01/30/2026,12/31/2025,11/28/2025,10/31/2025,09/30/2025,08/29/2025,07/31/2025,06/30/2025,05/30/2025,04/30/2025,03/31/2025,02/28/2025,01/31/2025,12/31/2024,11/29/2024,10/31/2024,09/30/2024,06/28/2024,03/29/2024,12/29/2023,09/29/2023,06/30/2023,03/31/2023,12/30/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
The Bank of New York Mellon Corporation,SPS31692326,100144,U06405CU3,BNYMEL 07/11/2053 FIX GBP Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Charles Schwab Corporation,SPS697349226,102775,808513BH7,PERP -H NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dayton Power and Light Company,SPS1956879001,4017451,240019BW8,DPL-DaytonP+L 08/15/2030 FIX USD Corporate 144A,0,0,0,110.52857,116.72159,119.87186,120.31617,114.99537,106.44085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dayton Power and Light Company,SPS1956890372,4017451,U23926AC9,DPL-DaytonP+L 08/15/2030 FIX USD Corporate RegS,0,0,0,110.52857,116.72159,119.87186,120.31617,114.99537,106.44085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dayton Power and Light Company,SPS618234449,4017451,240019BT5,DPL-DaytonP+L 06/15/2049 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dayton Power and Light Company,SPS618234451,4017451,240019BV0,AESOHI 3.95 06/15/2049 FIX USD Corporate,169.98339,182.83730,179.80103,167.54991,173.30825,186.57598,181.84507,184.44972,192.97779,184.90344,199.34255,204.73269,217.19414,196.62041,187.05951,179.83095,188.54090,188.00486,199.53455,207.66868,215.94488,204.58338,184.42891,175.59439,190.75037,193.64002,189.65581,206.37172,190.83169,151.11424,140.77142,144.01711,156.19791,158.41696,171.32678
The Dayton Power and Light Company,SPS618287401,4017451,U23926AB1,DPL-DaytonP+L 06/15/2049 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Goldman Sachs Group, Inc.",SPS1865366037,4039450,38151FPJ6,GS 4.75 10/31/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Goldman Sachs Group, Inc.",SPS292497318,4039450,38148TGM5,GS 10/22/2027 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Goldman Sachs Group, Inc.",SPS541441374,4039450,38148YAA6,GS 4.017 10/31/2038 FLT USD Corporate,140.29416,148.73396,138.85980,118.67029,115.96090,121.42684,130.92043,132.44296,144.15315,142.54459,154.66067,162.22271,185.10554,167.48103,150.58379,144.71131,154.55545,149.18573,157.98179,151.10812,162.54470,156.11474,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Goldman Sachs Group, Inc.",SPS711443140,4039450,38141GYC2,GS 3.21 04/22/2042 FLT USD Corporate,154.03314,168.28172,159.87700,132.64878,128.63518,136.91507,140.24845,141.75628,156.06949,154.05265,165.44418,170.66578,193.62799,175.69070,158.13660,148.76172,160.00986,150.97112,158.88752,154.49947,162.19442,155.82757,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kroger Co.,SPS402896983,4004136,501044DE8,KR 2.65 10/15/2026 FIX USD Corporate,35.77075,50.59925,22.49327,29.59787,42.74898,35.96863,35.00239,34.26952,45.58960,42.58152,52.89539,48.03217,88.93060,67.99613,59.50264,53.52286,56.85633,50.37658,71.24972,75.63969,67.34956,62.62271,62.19382,69.64755,51.24912,64.36330,85.10567,88.45567,120.28733,66.61217,39.14001,32.23093,42.64014,39.44929,37.86121
"The Williams Companies, Inc.",SPS14100527,4011165,969457BB5,WMB 7.5 01/15/2031 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Williams Companies, Inc.",SPS64480082,4011165,U96906AC3,WMB 01/15/2031 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Time Warner Cable Enterprises, LLC",SPS14019547,4071273,88731EAG5,TIMEWA 07/15/2033 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Time Warner Cable Enterprises, LLC",SPS14080100,4071273,88731EAJ9,TIMEWA 8.375 07/15/2033 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Warner Cable Inc.,SPS115638708,4146010,88732JAY4,TIMWAR 5.875 11/15/2040 FIX USD Corporate,277.25650,281.14541,270.93232,274.74209,256.36698,272.90599,267.52208,240.70210,233.42424,236.78590,234.17221,240.68643,296.60302,275.28650,265.29807,255.87723,279.97196,280.09350,317.31512,327.38787,317.71259,324.98955,292.32046,300.26095,319.58534,317.77672,319.93564,377.38479,342.04103,276.80223,227.85172,214.46085,204.70134,201.11493,231.29544
Time Warner Cable Inc.,SPS140294740,4146010,88732JBB3,TIMWAR 5.5 09/01/2041 FIX USD Corporate,276.29165,283.97004,277.57405,273.73232,264.42836,275.22758,253.11339,240.53616,246.23222,241.78203,245.07223,259.00417,312.02718,288.37100,271.42752,258.06434,284.51909,281.78499,317.17380,327.45415,313.93549,324.18383,286.44508,313.42572,327.76075,321.10058,326.85348,375.25316,344.97421,272.53433,219.27772,214.92935,209.82701,204.40092,224.86108
Time Warner Cable Inc.,SPS34405166,4146010,88732JAJ7,TIMWAR 6.55 05/01/2037 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Warner Cable Inc.,SPS46045098,4146010,88732JAN8,TIMWAR 7.3 07/01/2038 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Warner Cable Inc.,SPS60515940,4146010,88732JAU2,TIMWAR 6.75 06/15/2039 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Transcontinental Gas Pipe Line Company, LLC",SPS14038463,4057168,893570BM2,TRANGAS 7.25 12/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TriNet Group, Inc.",SPS705128861,4228223,896288AB3,TRINGRO 3.5 03/01/2029 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unum Group,SPS14118645,103324,91529YAD8,UNMG 7.375 06/15/2032 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USF&G Capital III,SPS32227124,7381986,90330SAB6,STA-USF+GCap3 8.312 07/01/2046 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valero Energy Corporation,SPS14034325,4011157,252747AF7,VLOC 7.65 07/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vericast Corp.,SPS1677193773,4158977,U9231NAG3,VERICAC 10/15/2027 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,288.96002","-40,299.72659","-50,081.42649","-31,413.96866","-31,334.52588",0,0,0,0,0,0,0,0,0,0,0,0,0
Vericast Corp.,SPS1677193774,4158977,92342NAH6,VERICAC 10/15/2027 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,288.96002","-40,299.72659","-50,081.42649","-31,413.96866","-31,334.52588",0,0,0,0,0,0,0,0,0,0,0,0,0
Vericast Corp.,SPS1679153392,4158977,U9231NAH1,VERICAC 09/15/2026 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vericast Corp.,SPS1680527714,4158977,U9231NAJ7,VERICAC 09/15/2026 FIX USD Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vericast Corp.,SPS1805148393,4158977,U9231NAK4,VERICAC 12.5 12/15/2027 FIX USD Corporate RegS,666.19642,0,0,0,"-14,576.66859","-11,195.74738","-6,335.95786","-6,843.28993","-5,658.74790","-24,366.26450","-29,790.37277","2,442.08892","2,431.85368","2,357.65303","2,304.02778","2,252.47458","1,219.82800","1,223.75915","-19,455.61903","-16,871.85208","-14,484.89217","-8,472.89757",0,0,0,0,0,0,0,0,0,0,0,0,0
Vericast Corp.,SPS1805310512,4158977,92342NAK9,VERICAC 12.5 12/15/2027 FIX USD Corporate 144A,666.19642,0,0,0,"-14,576.66859","-11,195.74738","-6,335.95786","-6,843.28993","-5,658.74790","-24,366.26450","-29,790.37277","2,442.08892","2,431.85368","2,357.65303","2,304.02778","2,252.47458","1,219.82800","1,223.75915","-19,455.61903","-16,871.85208","-14,484.89217","-8,472.89757",0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS14055470,4057229,362320BA0,GTELLC 6.94 04/15/2028 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS1680021299,4057229,92343VGL2,VRZN 2.85 09/03/2041 FIX USD Corporate,157.03843,161.61980,155.78751,141.03149,138.63037,145.76129,151.14393,145.71066,154.72314,153.59244,166.06425,167.10552,182.80095,166.94261,151.14337,147.29946,159.73930,153.43009,162.17267,152.41770,158.60538,144.78208,127.50010,157.00516,158.63143,159.09887,168.12744,202.19276,168.46867,129.27673,119.30893,113.74090,0,0,0
Verizon Communications Inc.,SPS1771742262,4057229,92343VGP3,VRZN 3.875 03/01/2052 FIX USD Corporate,166.00196,174.27814,171.08834,153.35223,157.14527,161.53259,165.38025,158.13243,166.21096,166.66637,177.72065,179.02604,194.82701,183.30774,169.36264,165.94111,172.49189,168.11734,175.10042,171.26995,173.31942,160.90737,146.20284,167.58004,172.99906,180.55288,189.51767,214.93703,190.65598,149.93284,0,0,0,0,0
Verizon Communications Inc.,SPS1772244386,4057229,92343VGQ1,VRZN 4.1 03/04/2055 FIX USD Corporate RegS,175.68088,174.50371,169.27795,164.96184,175.01877,174.24558,146.58612,161.84699,167.59793,166.71725,170.41952,169.98333,172.33237,160.48720,156.40286,131.03405,126.33554,167.44178,173.46751,177.83912,170.69476,161.32484,140.99946,171.64359,176.48451,184.86069,187.15271,97.33824,174.63037,44.53587,0,0,0,0,0
Verizon Communications Inc.,SPS1891283613,4057229,U9221ACJ5,VRZN 4.78 02/15/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS285219913,4057229,92343VCU6,VRZN 01/15/2036 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS430326041,4057229,92346MBY6,VRZN 4.55 02/15/2048 FIX USD Corporate,174.64726,206.53559,202.46918,170.49340,169.07558,175.92403,166.10896,175.82962,184.22164,198.08940,206.20068,178.96472,228.46189,187.45699,195.78827,188.89865,188.67205,172.61038,212.14564,213.98129,197.77539,165.95783,180.00301,167.77559,180.35721,179.87206,237.25017,254.58189,229.50306,83.62198,141.31288,129.46335,157.15923,145.97131,0
Verizon Communications Inc.,SPS430326183,4057229,92346MGE5,VRZN 3.45 12/15/2049 FIX USD Corporate,176.97607,204.34197,200.62792,167.48454,166.75479,173.76791,176.39189,177.13216,193.18719,197.72971,202.65963,217.30597,211.02325,205.09103,196.87050,209.59920,215.48857,226.11891,210.54678,196.88275,202.42048,178.77273,191.16817,188.05056,177.19737,224.16065,240.17522,220.80449,188.40929,92.98719,0,0,172.20067,176.56278,0
Verizon Communications Inc.,SPS430326192,4057229,92346MGP0,VRZN 1.85 06/15/2030 FIX USD Corporate,226.06377,191.30269,207.92308,184.69292,191.17626,205.93442,208.47688,179.88284,156.79685,143.83373,137.44362,132.06768,152.13464,144.65320,138.87528,146.75496,151.28741,172.69756,155.06595,143.31458,135.23568,139.84469,0,0,159.54994,128.35184,186.33662,159.64362,129.12453,0,82.46185,71.85482,131.26029,131.51768,0
Verizon Communications Inc.,SPS430326193,4057229,92346MGQ8,VRZN 2.8 06/15/2050 FIX USD Corporate,162.49811,143.50509,135.02732,119.33999,139.39241,63.17108,98.25815,120.48915,135.85000,179.51694,213.13771,214.05035,215.75270,184.57243,180.61819,178.75113,164.41339,207.21560,181.27474,206.36046,209.54879,186.62220,184.62852,173.20459,179.80207,200.92358,208.05134,198.71959,217.16831,197.27609,166.38454,136.21646,0,0,0
Verizon Communications Inc.,SPS430326257,4057229,92346MJQ5,VRZN 4.0 05/15/2029 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS430326865,4057229,92346MAY7,VRZN 4.85 08/15/2047 FIX USD Corporate,177.82554,196.60072,171.77519,174.17526,163.71521,151.01271,153.54842,186.30074,178.62216,196.11479,207.02200,189.26939,227.66842,184.98701,166.47686,183.55908,175.64788,174.96231,186.15136,192.35239,192.85109,186.15077,182.19714,174.63474,204.14081,188.54216,227.99224,226.95124,228.77000,249.79813,239.28511,259.58567,208.96370,257.98616,192.39493
Verizon Maryland Inc.,SPS14003417,4057233,165069AM7,VERIZOM 07/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Maryland Inc.,SPS14003419,4057233,165069AP0,VERIZOM 8.0 10/15/2029 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Maryland Inc.,SPS14139676,4057233,92344WAB7,VERIZOM 5.125 06/15/2033 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New England Inc.,SPS14014557,4057234,644239AY1,VZ-NewEngland 7.875 11/15/2029 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New Jersey Inc.,SPS14014582,4057235,645767AW4,VZ-NJInc 7.85 11/15/2029 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.82665,140.06320,154.15456,218.03219,225.66867,212.07692,163.38425,153.12790,174.70521,149.03705,151.36310,188.69480,201.43285
Verizon New Jersey Inc.,SPS14140081,4057235,645767BC7,VZ-NJInc 7.85 11/15/2029 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New York Inc.,SPS14014673,4057236,650094CB9,VZ-NYInc 12/01/2033 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New York Inc.,SPS14054885,4057236,650094CJ2,VZ-NYInc 6.5 04/15/2028 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New York Inc.,SPS14114721,4057236,92344XAB5,VZ-NYInc 7.375 04/01/2032 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Pennsylvania LLC,SPS14002122,4381427,078167AZ6,VERIZPE 8.35 12/15/2030 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Pennsylvania LLC,SPS14002123,4381427,078167BA0,VERIZPE 8.75 08/15/2031 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Pennsylvania LLC,SPS14063430,4381427,07786DAA4,VERIZPE 6.0 12/01/2028 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Virginia LLC,SPS14003433,4057242,165087AL1,VERIVIR 8.375 10/01/2029 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viasat, Inc.",SPS606882619,4242781,92552VAM2,VIASINC 5.625 04/15/2027 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia Electric and Power Company,SPS50031609,4057032,927804FG4,D-VirgEl+Pwr 8.875 11/15/2038 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS109112605,4120680,887317AH8,WARNMED 6.1 07/15/2040 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS129184239,4120680,887317AL9,WARNMED 6.25 03/29/2041 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS141639167,4120680,887317AM7,WARNMED 5.375 10/15/2041 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS208511565,4120680,887317AP0,WARNMED 4.9 06/15/2042 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS252866919,4120680,887317AS4,WARNMED 5.35 12/15/2043 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS264162316,4120680,887317AU9,WARNMED 4.65 06/01/2044 FIX USD Corporate,460.13282,460.64429,433.97751,419.62177,419.03786,461.18184,459.54421,168.28883,398.44247,172.36280,183.87591,424.57662,403.93949,381.38127,329.85375,339.55708,341.06815,386.99683,368.47508,362.88788,373.89202,425.09838,396.91700,378.60023,321.56424,296.34599,299.95590,290.05879,279.10304,252.65384,264.87301,219.72245,225.13974,250.31957,271.12741
"Warner Media, LLC",SPS30133498,4120680,887317AD7,WARNMED 6.5 11/15/2036 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS302465050,4120680,887317AX3,WARNMED 4.85 07/15/2045 FIX USD Corporate,638.64908,555.86708,398.35109,383.13009,412.56167,382.88079,381.67813,307.36305,352.96455,80.04018,83.97489,414.74601,399.31456,361.86582,351.74170,356.09536,362.34973,362.74355,363.79769,434.08821,429.59027,436.01969,412.60606,414.09543,399.26592,407.73452,371.36827,334.10577,323.54912,280.91657,223.35522,229.01103,246.10928,240.18233,276.16859
"Warner Media, LLC",SPS99075343,4120680,887317AE5,WARNMED 6.2 03/15/2040 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo & Company,SPS426358685,100382,95000U2U6,WFC 3.35 03/02/2033 FLT USD Corporate,111.57917,122.09269,116.63739,99.40497,100.41257,103.82465,105.65827,109.18824,126.23571,115.00820,130.50104,140.09312,159.72429,135.21642,128.48748,121.66416,132.37271,128.80723,135.05124,136.03415,144.96524,147.39626,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo & Company,SPS426358692,100382,95000U3B7,WFC 4.897 07/25/2033 FLT USD Corporate,111.76400,124.62492,117.16698,98.81834,99.82386,103.65155,108.48805,110.01733,126.36883,112.88419,131.37318,139.92561,167.68255,138.01471,131.80296,125.47222,132.20375,130.66666,138.30034,137.76155,148.89106,148.51426,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1941930492,10595608,U95055BW5,WELLFAJL 05/09/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1961203288,10595608,U95055CP9,WELLFAJL 10/09/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1961515461,10595608,U95055CQ7,WELLFAJL 10/09/2032 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1969421741,10595608,U95055CU8,WELLFAJL 11/14/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1991534274,10595608,U95055DK9,WELLFAJL 03/24/2036 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS14034378,4006248,969133AK3,WY 7.85 07/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS14034379,4006248,969133AJ6,WY 7.35 07/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS14047416,4006248,962166AW4,WY 6.95 10/01/2027 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS14113627,4006248,962166BF0,WY 03/15/2032 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS64347443,4006248,962166BQ6,WY 03/15/2032 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wisconsin Bell, Inc.",SPS14038346,4057247,976585AG4,WISCBEL 12/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowstone Energy LP,SPS291371305,4064145,98580LAA3,YELLOW 5.75 12/31/2026 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorkshire Power Finance Limited,SPS31503304,4279540,G9856LAA0,YORPOW-Fin 7.25 08/04/2028 FIX GBP Corporate RegS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
