Issuer Name,Instrument Item ID,MI KEY,CUSIP,Description,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating,S&P Credit Rating
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL
,,,,,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT
Jefferies Financial Group Inc.,SPS1903319909,103464,47233WHJ1,JEFFIN 6.0 11/22/2039 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1935137954,103464,47233WJK6,JEFFIN 6.5 03/31/2045 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1948280473,103464,47233WKB4,JEFFIN 6.05 06/30/2035 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1955668501,103464,47233WKK4,JEFFIN 5.85 08/08/2035 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1962725703,103464,47233WKT5,JEFFIN 10/20/2045 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1968256411,103464,47233WKZ1,JEFFIN 5.5 11/25/2035 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1978548739,103464,47233WLP2,JEFFIN 5.0 01/31/2032 FIX USD Corporate,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1981558671,103464,47233WLQ0,JEFFIN 6.0 02/17/2041 FIX USD Corporate,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1981558673,103464,47233WLS6,JEFFIN 5.0 02/17/2032 FIX USD Corporate,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1984711343,103464,47233WLU1,JEFFIN 5.0 02/28/2033 FIX USD Corporate,BBB,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS1986625840,103464,47233WLZ0,JEFFIN 7.0 03/17/2056 FIX USD Corporate,BBB,BBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS2001003224,103464,47233WMQ9,JEFFIN 05/31/2031 FIX USD Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS2001003225,103464,47233WMR7,JEFFIN 05/29/2051 FIX USD Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferies Financial Group Inc.,SPS643085688,103464,47233JCR7,JEFFIN 4.46086 11/29/2034 FLT USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
Jefferies Financial Group Inc.,SPS690751551,103464,47233JDZ8,JEFFIN 4.0 10/19/2040 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
Jersey Central Power & Light Company,SPS1997341634,4057004,476556DP7,FE-JerCenP+L 01/15/2030 FIX USD Corporate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jersey Central Power & Light Company,SPS64629873,4057004,476556CV5,FE-JerCenP+L 6.15 06/01/2037 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BB+,BB+,BB+,BB+
"Kinder Morgan Finance Company, LLC",SPS14556964,4111520,49455WAE6,KMI-finco 01/05/2036 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
"Kinder Morgan Finance Company, LLC",SPS64562590,4111520,C49355AC1,KMI-finco 01/05/2036 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
"Kinder Morgan, Inc.",SPS14048016,4275772,482620AS0,KINDERM 6.67 11/01/2027 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
"Kinder Morgan, Inc.",SPS14053446,4275772,482620AW1,KINDERM 7.25 03/01/2028 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
"Kinder Morgan, Inc.",SPS14053447,4275772,482620AX9,KINDERM 7.45 03/01/2098 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
Ladder Capital Finance Holdings LLLP,SPS717945595,4237798,505742AQ9,LADDERC 4.75 06/15/2029 FIX USD Corporate,BB+,BB+,BB+,BB+,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,,
"LGI Homes, Inc.",SPS1862056393,4398514,50187TAJ5,LGIHOM 8.75 12/15/2028 FIX USD Corporate,B,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,,,,,,,,,,,,
"Lowe's Companies, Inc.",SPS14052137,4004318,548661AH0,LOW 6.875 02/15/2028 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
"Lowe's Companies, Inc.",SPS14066335,4004318,548661AJ6,LOW 03/15/2029 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
"Lowe's Companies, Inc.",SPS14077635,4004318,548661AK3,LOW 6.5 03/15/2029 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
"Lowe's Companies, Inc.",SPS1681217101,4004318,548661EE3,LOW 2.8 09/15/2041 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,
"Macy's, Inc.",SPS14081521,4004104,577778BK8,M 7.875 03/01/2030 FIX USD Corporate,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB,BB,BB,BB-,BB-,B,B,B
"Macy's, Inc.",SPS34691053,4004104,31410HAJ0,M 6.79 07/15/2027 FIX USD Corporate,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB,BB,BB,BB-,BB-,B,B,B
Main Street Capital Corporation,SPS1993554863,4160255,56035LA#1,MAISTR 6.93 04/15/2031 FIX USD Corporate RegS,BBB-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mandalay Resort Group, LLC",SPS14038421,4107947,172909AJ2,MBG 6.7 11/15/2096 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,BB-
"Mandalay Resort Group, LLC",SPS14038423,4107947,172909AH6,MBG 7.0 11/15/2036 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,BB-
"MasTec, Inc.",SPS1803817670,4385530,576323AR0,MTZ 6.625 08/15/2029 FIX USD Corporate,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,,,,,,,
May Department Stores Co.,SPS32218277,4001582,577778CD3,FD-MAY 07/15/2034 FIX USD Corporate,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB,BB,BB,BB-,BB-,B,B,B
MGM Growth Properties Operating Partnership LP,SPS536908645,4674780,55303XAE5,VPROPE 4.5 01/15/2028 FIX USD Corporate,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BB-,BB-,BB-,BB-,BB-,BB-
"MidAmerican Funding, LLC",SPS14067416,4081927,59562HAC2,BRK-MidamFund 03/01/2029 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-
"MidAmerican Funding, LLC",SPS14082915,4081927,59562HAJ7,BRK-MidamFund 6.927 03/01/2029 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-
"MidAmerican Funding, LLC",SPS32218592,4081927,59562HAF5,BRK-MidamFund 03/01/2029 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-,A-
Motiva Enterprises LLC,SPS106419376,4061620,61980AAF0,MOTE 6.85 01/15/2040 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
MSCI Inc.,SPS642898600,4167462,55354GAJ9,MSCINC FIX USD Corporate,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+,BB+
"National Health Investors, Inc.",SPS309336287,102983,63633DA@3,NHI 01/13/2027 FIX USD Corporate RegS,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
"Nationwide Financial Services, Inc.",SPS277592989,108270,638612AL5,NFS 5.3 11/18/2044 FIX USD Corporate 144A,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
"Nationwide Financial Services, Inc.",SPS277593059,108270,U63752AB2,NFS 5.3 11/18/2044 FIX USD Corporate RegS,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
Navient Corporation,SPS14132592,102896,78490FAT6,NAVIECO 03/15/2028 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14132992,102896,78490FAY5,NAVIECO 03/15/2028 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14133537,102896,78490FBD0,NAVIECO 03/15/2028 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14134031,102896,78490FBJ7,NAVIECO 03/15/2028 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14145003,102896,78490FGC7,NAVIECO 03/15/2029 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14145370,102896,78490FGG8,NAVIECO 03/15/2029 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14145739,102896,78490FGL7,NAVIECO 03/15/2029 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14146123,102896,78490FGQ6,NAVIECO 03/15/2029 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14146477,102896,78490FGU7,NAVIECO 03/15/2029 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14147205,102896,78490FHC6,NAVIECO 03/15/2029 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14148312,102896,78490FHQ5,NAVIECO 03/15/2029 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14148568,102896,78490FHU6,NAVIECO 03/15/2029 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
Navient Corporation,SPS14149707,102896,78490FJE0,NAVIECO 03/15/2029 FIX USD Corporate,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,BB-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+
NCR Voyix Corporation,SPS708503640,4019364,62886EBB3,NCRVOY FIX USD Corporate 144A,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B,B,B,B,B,B+,B+,B+,B+,B+,
"NextEra Energy Capital Holdings, Inc.",SPS1760991694,4065678,65339KBZ2,NXTENG 2.44 01/15/2032 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,
"NextEra Energy Capital Holdings, Inc.",SPS1760991695,4065678,65339KCA6,NXTENG 3.0 01/15/2052 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,
"NextEra Energy Capital Holdings, Inc.",SPS1800633131,4065678,65339KCL2,NXTENG 4.685 09/01/2027 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,,,,,,,,,,,,,,,,,,,
"NextEra Energy Capital Holdings, Inc.",SPS1824929509,4065678,65339KCM0,NXTENG 4.9 02/28/2028 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,,,
"NextEra Energy Capital Holdings, Inc.",SPS1824929510,4065678,65339KCQ1,NXTENG 5.25 02/28/2053 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,,,
"NextEra Energy Capital Holdings, Inc.",SPS1824929511,4065678,65339KCN8,NXTENG 5.0 02/28/2030 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,,,
"NextEra Energy Capital Holdings, Inc.",SPS1824929512,4065678,65339KCP3,NXTENG 5.05 02/28/2033 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,,,,,,,,,
"NextEra Energy Capital Holdings, Inc.",SPS1885042845,4065678,65339KDC1,NEXTEI 5.15 06/01/2029 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,
"NextEra Energy Capital Holdings, Inc.",SPS1902103546,4065678,65339KDD9,NEXTEI 4.635 11/01/2029 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,,,,,,,,,,,,,,,,
"NextEra Energy Capital Holdings, Inc.",SPS29069261,4065678,302570403,NXTENG 10/01/2066 FIX USD Corporate,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB,BBB
"NextEra Energy Capital Holdings, Inc.",SPS428742841,4065678,65339KAT7,NXTENG 3.55 05/01/2027 FIX USD Corporate,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+,BBB+
